address, balance, time
terra1sp2x240vsp54xmtwfnluwdjrn5wk7m7ycw7jlu, 27.935841, 
terra13ay2shf2mfnre5k9p2vec3deka88zg8y87r3nl, 27.934565, 
terra1nupmj852tfw35v04rx6pgyal95609feu753dfp, 27.932559, 
terra152s529ze3srqp0ljdmr4uj7pn73dpvsz72j2km, 27.912643, 
terra1c7xdfdtqal4pww86x3mj7swyxqqvftgv2cuv6j, 27.909740, 
terra1xrl2pu3kghjggkca5sdpgqcxnn0xmzt8qfceyq, 27.908704, 
terra12f8p3hn2x0aty3tps3z5ygs5czhv4deep8c9fn, 27.901918, 
terra1rdgudu53e07u55z7zlf4s4uz2jufu3pwrknxxu, 27.857102, 
terra16rdd8r4ktze7wggvunf23eu0dyjz9e0erchhhn, 27.856617, 
terra1kasn9fryff2m93j5td2zqq2zar72etfl3drpmr, 27.855738, 
terra158343p7g7qlw76ph5dzvtvk5tztegz3gu6jgzl, 27.842401, 
terra1jl2xf2xf8rm9sh4hp5j0sl4h8fgac37py0auve, 27.821955, 
terra1nznufw3n0lpw8jel2atpj720tnr2q48gz8m5s8, 27.800668, 
terra1pkx4d24j2d2mlf45cxtqtr3pas5yw6wurjccpl, 27.785551, 
terra1hhmlwlxhv8xacxa0m72lyt2ymek5xrh2l7tq9e, 27.749514, 
terra1cej95dx0hg86llrec09fsrj8ue5e874ft8vks3, 27.739967, 
terra16sv98p784t8dkncn4ywfz88adtmwrngqp7payc, 27.726122, 
terra1za9unk6nmsy2wywlch4wrsahpd4jv723sfgx77, 27.666008, 
terra1f3fuqqf8qhxc4exejqrwwkhx9zf2cnqkpfl07s, 27.634060, 
terra1k23tdc3y4skw0qpcg3fgk8has7uatda7ucad9u, 27.626667, 
terra1807qysfdj9yj0szjltefreqqyf5txk0pfvcx2h, 27.615771, 
terra1cccnmqm0qg8846wvajpypjvuadr3w2s8sf5tcn, 27.599684, 
terra1g0gdlanxmek7mvn6r6jahs375f4w58qcjfwqx5, 27.564770, 
terra1q5zs8xfjzc2wpfc9qk43curmk3w3c6kuq0pujj, 27.559671, 
terra1y03r2z63td7s372ufa6h7p4gf4mueh97hgtc7d, 27.554716, 
terra1rznchscr84w7t2hhvd4n6l38flqvtvxy0m9hud, 27.520720, 
terra1whq5h5ceywxy3aw9j72yrdp5jel542eq35g8q2, 27.520720, 
terra1jhahvsyhlsd8kr5ecya7nfr4z9rxxg02ldu9g9, 27.520720, 
terra1k6xmm0dukydrqg7hq37xv3vmjnrkq5nc0ljkd8, 27.513813, 
terra1nrtj8g908pu0vwyglmvkawp4zmxf9kvaqt282c, 27.482992, 
terra16v29zxufjk7l0jmrajefm2dzztgzfy4nazney3, 27.469988, 
terra1w75v00a3vdpwy2jfq80h0p7zs2uhfzgjzpj9sn, 27.457517, 
terra1jupqw5z2ahex5fn6hjmpuayuj4cf4dpjgx7jjt, 27.447129, 
terra1rrhrg4j0me0g8e24sk29rn6r24ga9q99gjsazl, 27.438283, 
terra1zwudqlv6xlpgpt88y5pyerrerqesdyf9weru74, 27.401607, 
terra1zxy0k3e5l6tklexy8mhteylxdqmyhag4pr9vy3, 27.395825, 
terra123pmhk0znhy8jh0rt67cq49u9pwn3gw5dx8zgh, 27.392624, 
terra1x4p4mxgs8helavrand7p850k7vgggkmzdf50d0, 27.358833, 
terra15tlf66tl45rt6l93redgs5puz2s68gj6sndatu, 27.336734, 
terra184h22rg9eta86kgezcj8zjnrw4pu52wfn4ksju, 27.300507, 
terra1z5ekkcvvf0c6wlp68gx0mmksk37qf99td2y3t0, 27.284574, 
terra1ntnp23tq3hun9d4httpuvgsngaf8gp3f0wvgh2, 27.216586, 
terra1gl8l80nv49m8gma2p03z8hkt7wr7z5fzq38gzh, 27.208003, 
terra1ht95aahjv9gg5zlszvr7psxxx399dwhltm4d4f, 27.191097, 
terra1d6q4h9r90tdkl65lvjz9eeweee76d5kcg93qpn, 27.184531, 
terra1pluam6vv86nu2vdn4pa0w05fgj8yq9z87ulrj7, 27.159815, 
terra13ky2sxrtx96j6p5vu6qtv7rrg8v7nykzrt8p55, 27.156280, 
terra1mrw24tdvvr3plkahxp0wz7pd6ta22h5afstwg3, 27.155617, 
terra1y0eljafq4ucl4qglcxad0nfvxlky29ga4jem83, 27.153571, 
terra1jr2ern06klwcxl9ree44gahf89jv54psevfwh6, 27.064607, 
terra1q7jzfgxmxtx968edt7ngtjrqpr8yewnwmne0j0, 27.054287, 
terra1h75x4ll4p5j8u03xjcc2994wza056zf9m78gfd, 27.000000, 
terra1k7080dqytl70tpcr9c2rq0qpecawmvtk3m8t2g, 26.994118, 
terra14axecegurx6tcw4fefeg2sf5lsdx3jmgxaa3y7, 26.953016, 
terra1hq9hf64mywddd7h9sx8arx0sju6w8gst3rglpz, 26.938587, 
terra1kvcpleumtfstr3994f36a935qcpf4eyg32j7dg, 26.922167, 
terra1djdatxe8nvlmef3drg9gscxqeltmdzznkq5936, 26.895853, 
terra1n74h8uy4hdlhlughv63fs9g84ttyvq229gqck0, 26.874297, 
terra1vgkj6q2y8n6fh8jw5d2xew6pl355syhlzuf2hd, 26.860133, 
terra1qzh8nvmhk9xqduy9xajp8gx3hm6hqwkwrxwz0d, 26.832369, 
terra12hhnuc6aqdcgytmg9u3and327u2tmqkx332rgd, 26.808191, 
terra1dxy0p04kaq0d2xqp90lf6qdtwdpy9q3gvm3yv9, 26.807079, 
terra1y7mtx7zlvhqdc5sk0umla0tp2xjpfg9qrt2k2l, 26.792230, 
terra1ea7rumx4zvm47yt59m4pxrza7jh322w3sn7la0, 26.779258, 
terra122uh30xmy6dwt7ecm6sx7jcugxvhycreyjtujj, 26.711287, 
terra109gk3a6cs7rrads5mfr2txc24ef79ezrhm3v8n, 26.700580, 
terra18l8kqavtw6amzhmammk2thpc0rnck2cxgxgq54, 26.685436, 
terra12a3rfwju75ql8hfp60m939lk7s86wncnvqx8fx, 26.667472, 
terra1wyj43uyuf3edujvh74gdzltsjs6f7wvdu4n2wz, 26.640519, 
terra1tnz0g8p4r90q3u9qm2wkz5tw3jf2kmzs9u6e7s, 26.561423, 
terra1r2fm7f3p35t763p72mldppl04824wm36m860kx, 26.493764, 
terra1trqqvqvlqljm4y85tt6d8a2hsny2qv65sawplp, 26.468032, 
terra1ckllr4w67zaumen9ntngp72mhmgt3nlyq0nfrh, 26.458252, 
terra12k72786gxygn3xw5su7m9sgxvuml04sn52fxpp, 26.442328, 
terra1h46ghzwxlghjy9s6zwwu5xs8tyuprczpmvgcgm, 26.431784, 
terra1gk2l5vvm3qxjqlvs5as8e9r6nkhklg6pcj6fn6, 26.427286, 
terra153lc7hgzsxth257mzewf5nj6tw0xq6u7geve07, 26.404004, 
terra1chxghhrevxrf8yylqr2wc7r6q609p8978y30jg, 26.380225, 
terra1kgdtpdksmu4x6weg7vle9x5czwydj09jcpc8qz, 26.376669, 
terra1dea8gf2vrsrvjq3zf0085nndw0dflr4xuzfd0k, 26.336103, 
terra1ywdxuq44stur033d54wu9p8rjss5n60sa3av80, 26.327929, 
terra10zn6qajncqdy0ust32az6va2c3xzewnlqgj4xv, 26.317102, 
terra1cscyd4vved6aunlzamhr5qyd6pnkhn7u82202t, 26.316724, 
terra1rn28wdjgxj3yl4tztzqyxtufvvr2wrw3xxfz3n, 26.307031, 
terra1jn3qmjhtyhrf9qnwvth3c5kev0mhtzeewl6ltn, 26.291471, 
terra1dh79e7j7wqghh00l5fypkkf87y4lnxsr5jesuf, 26.288827, 
terra1r4syjkvt2hq7dlptvwvz74gg723qse4vfl9qpd, 26.225627, 
terra1ts3l46jkwerdua4e58v5ptqqkkn6fxvmk3ndgd, 26.225627, 
terra1kjf3phzz4q26sukwas6acfa95gthaxwf07e8ku, 26.225627, 
terra16v56eu7xvvcywmk780wvyuurq4hm4ndd82xkyf, 26.186442, 
terra19m38qc88mhy80j3tgyhwauf2p7kwxz7tqt5tt9, 26.172383, 
terra1dgexp0lcdse2nc2pwxzwvwkz965vfwj3hc4ds2, 26.167341, 
terra1gvh08hqak9sx3jfdwceqz2q4s2tw06t4qjhc0g, 26.148747, 
terra1x2qlaglf78epmd9ayvwch2sdkzwd85fqexk5kw, 26.109016, 
terra18u3cwdgp0hw5wktkxwm6vuemf3xpg9u0zpzd4a, 26.088435, 
terra1325vzppmcjy92sla3w0jr0wq4p3cwz4992yftw, 26.066093, 
terra1tfzzvl5la0yvyfleamhkq0qfjaqj3epu7ry5dr, 26.030932, 
terra1zmc7tg079summalm4ggcxq28eenf22kgj7fyxh, 26.020979, 
terra1987acu5grc0jn9l5rrgy7u0ta8qxdm65ah76u3, 25.975055, 
terra1rz3tj7wreu3udz855qlauam7gfg8md3dnppxp5, 25.972169, 
terra1s3s9vygaydnlwjw3s0tnz7faz59e032gmut3vq, 25.948647, 
terra1ej7pj580kd5h6cc65xeqmlc95kkf9ld7uuqsxy, 25.925854, 
terra1daktentky0kafchz7pn27ndztdv925xz8hw2dk, 25.924260, 
terra1d500n7h5c3csjl0u85le5ven82mqgds0fgn3dv, 25.901854, 
terra1ju2l3fsldfvrmwgvelxv6pshjj7saayv72qncl, 25.893715, 
terra1kxt33h6q02nwnunsmxxxyjvh45tw8s5f8r04qp, 25.889246, 
terra1pyydkcumpydtkapczuqhns4yg0xjvetuey0njp, 25.841870, 
terra1z6erdhlnk0wmcpa7l0qq3dlkr3khn0e3hwwdgm, 25.819950, 
terra1hfcwe93h66zncqcrse3vm53vcen86yu3wcw6ay, 25.819381, 
terra18flwanlrt7lysltpu0ya9zwn23gdry5num6mnj, 25.797219, 
terra10zdhgllxgd4urfcc4rakprm2ncwywy453pj9u5, 25.777235, 
terra18t5vq468mpr43mexf8m096k73d3zt4exzfh02r, 25.739967, 
terra12ydvdela6u2ksn8sddg0u9ppju55jqe36k0d9k, 25.681457, 
terra1syfac0hauk6mct6y5e9m6syjsdc3qhjmyph3ly, 25.650271, 
terra1djgxvd3wxp7pfxa8sx8fjr3mgm36kkferjqzv0, 25.533265, 
terra10nl3hwegrtzxye3e5a0kr044k39q3alvq3t0r3, 25.520120, 
terra1cr6eaeh9rfsvepe9z0wh6plh2ezy4nrgffsppm, 25.513125, 
terra1qhqjgqhxhzq5wp6n8vwyng2pa0q622z04lnvwf, 25.468265, 
terra1g348rawfz8599myup9q9ccjdgl4ctmketmpq8l, 25.465363, 
terra14k7zzkhhx0chuym9r8kszfm535d0v69tx79g6a, 25.350462, 
terra13w5jsfr9n952q642gvp90jh7f7knj7tdwa2qjh, 25.343426, 
terra129k6lklmslkn93ma2kfvgzwnmyrqjk7uc5nyu4, 25.311721, 
terra1nykk3wg7usy3pw7gk9452phu6379nk6ruv63tj, 25.296024, 
terra1z4372enan8n0kyneh5cqg7u2ydvwu24r8h87c9, 25.292085, 
terra1zyhp8wt0mu6wv8c747fzvplzpwx0rqu8gcd7g3, 25.259324, 
terra1c2ej96326rehyet23juqezymt4gqczjjqezug0, 25.253403, 
terra18h3h4mrk8fwuf20rcyhra8286dzwg5dps6husj, 25.162564, 
terra1x4wlfg670lg20dlx8p5g96qgggdfrf3qrcpu4y, 25.092421, 
terra1zwgd5m74jnkqq8sr4jtwzen7efd7swqp3frdwu, 25.082042, 
terra16l4s0mexw2ldxcfzatv25v4y8rw98wa4t4azh2, 25.011164, 
terra108k3krl924hxv9fu9qsn29tyl4qt5ydfft75n5, 25.000000, 
terra14xgr9nkm2l685q5l9sgakgfwj23dqlqlpgxa6w, 24.995939, 
terra136rfycvly2zlym3hg6l5nyn7rcccdgkvqtaz66, 24.985082, 
terra1xaz7wnxscze7enstgtwysjhwxchzycmpneeer7, 24.972737, 
terra1yyygzjwv7xhffgrjm7xyhall5ds4ryan8qh5sp, 24.869635, 
terra137eha7336utz63cj35v00p9qhx29dks9qy4nw4, 24.850637, 
terra1s0c0047whpz6wsw986t8mfcaujfc3e75m7kcy2, 24.838494, 
terra1432jjnqh53mr6f7ew35lercavz7y2dyjfddpwp, 24.833402, 
terra1c4aa4us2mm2c2ke77z3cq7g6qvpp0fs7f69g7v, 24.822988, 
terra1d6zfktgegkepmpzhah603a64sshscg9jqzmu88, 24.794285, 
terra1gknw5v23az3ekcuvw48nkz6ya8slsmvwty664m, 24.770901, 
terra1hy2ck27dyqkdjezc0xmnezv9l4ltr2qhgqunsc, 24.767834, 
terra1fxxyxwvfpjvs9ga880drfe9q0j2qcnyxl06g2h, 24.767148, 
terra15e6tmmq3c0has4h9gfs2hsthhtcdeznluuhmua, 24.760624, 
terra1kcc6038hp9dyeutskzmcsmplttkktvx07xq779, 24.760137, 
terra16dl9f9xj7jn5lhkmg9us55u8ueme4cuxvggwf7, 24.732856, 
terra1pekarx9pmqp65txcjuz2t8zfavpvgm5l4n9hh7, 24.723343, 
terra1w3rq66j9rt0pf8wffrz9hwagdhmmdtswyeq5gg, 24.700862, 
terra1km2dz6ge6u95g8d00z0c334af66pg2ztls6x4e, 24.674268, 
terra1g66cg480wxql030p2pm5qnkcuuu7x4z78rp5p0, 24.667813, 
terra19jt43xkwpqrf09zj84thyezkeat7pgmetystdy, 24.637438, 
terra1q3zj2jsv5hf4q2u3q0zr6k6snvfcr7e7lh26qh, 24.602024, 
terra1w5gfswwtvvzr3udzmx7w6j0ag06quy5qgpz2yg, 24.593185, 
terra1scwtrwvdkgsznp4yudgla9fmk0f2a9q04886j4, 24.554030, 
terra1gdaedtu0l5hsn3s0a8gksvmlyuam387d5mkmgt, 24.502911, 
terra152j5tuhc5nrzypz0ahf4nf4ce7x04gtujq5npc, 24.489149, 
terra1w065g5apn8qyhppn4438wq65akkjzjvcmhsfqu, 24.488164, 
terra146aqq2j4cnr6u0rp3l44nnd807maym9q5m2ze0, 24.486717, 
terra1p3uexldujjar7fa7y0zjuhaxcf0d2wp7rxsghk, 24.478807, 
terra103umwsh8jdumt86zuv5p635h6rmpe3pmfmhfz6, 24.425299, 
terra1znwv0k4usxvkvcawetvzegmd3w9akagvpw3uek, 24.404011, 
terra135fw07g88jpwv49e3zu3v7grz9ye3ptdzuvdh6, 24.401418, 
terra1y6dnvearx6xt5nat3e3p568vkjgkdlv73xpkze, 24.385014, 
terra15lx6cs57f2ex3mq6wlc2rda9q247ayzdsfp8d2, 24.335470, 
terra1ecjx95h95n3yqrd95w6gzv8jm4k9y9pgwshtx6, 24.282988, 
terra13057jdf9rl7xe7d8gx47crq7eqcednr8rr2pjq, 24.280381, 
terra1rlj2ga43njzkng00zw6t867fmsu49vqa52dxkx, 24.266209, 
terra1rc3f5zr63wmanttxguzx3qjaftgl9yhy44alwg, 24.258949, 
terra1vzf39x7v7q2n2ayxayxa0m7l8sxul0qwky8gtr, 24.242164, 
terra1ju0lngdswdy9q5jpztjtxzc6zfp9awc0g7xlyg, 24.227820, 
terra1hx7dwd4a8luqlk8k46u7t07dkesfahq65dpren, 24.125985, 
terra19w4e98d6zwcwrxpzvs5etge9gq79m44z7zqkup, 24.105577, 
terra12wjpujygnueeaxq7w4mrjlflj28k8fl07ypzqe, 24.095053, 
terra15m6szf5smt7eae05mj2jd6f2k0yq4k8gdjjxm0, 24.055002, 
terra1guzk5kn79ucrep7sxh0hcz889whe8z5cxcjwdf, 24.041072, 
terra135w8wecpmh9x55t5nn000srm09y2tkyvmfghe9, 24.025840, 
terra15l2dss2w39qp7ahlm9cf88km3lspstp5236w7p, 24.004682, 
terra148d7qrq0v5u9za7k73s4urxr8c34pamzrv6slk, 23.999975, 
terra14u4ka07j9azxfpleh57563ttux0ugq0nyuem2d, 23.965616, 
terra12fnxmujd024035lny9tsrudplzwasjxsuc72k7, 23.964620, 
terra1nzk3kzf0at2lfzrc6ud8a7d340gd9pkrdkz8f9, 23.949746, 
terra162kv8s0dqlmpgse0fesu7cng5gdmhs6mc3zmvu, 23.857627, 
terra1hcjmgq20tqdcdcvrdm02t9vex4nqwyptursgue, 23.778275, 
terra1x7ye3mvlt6u4dvf2x6zfutyxdvgq7fukk9ewmd, 23.756286, 
terra1psdr9kw4d5yf8e3rwmpxpqm7xh7g7k8yn3hj4v, 23.707502, 
terra1qnv7509k27gveyyl5uhzyqcv0kwc8ux6e9dz0u, 23.687520, 
terra180nlz6esyd5dw5x6dt4jqlh9sx2g9m0lq2urny, 23.653094, 
terra1zst2986q2pttsnpjn384kxl6pq3p5qcmwuu8ec, 23.644821, 
terra164zagud9neznrrwavwl0twgglljzvw2at072uj, 23.635442, 
terra1pfstm7k66ufkg5nyadyus6j9yjy7mh8pyd5zsq, 23.634083, 
terra12vkhymq58fww2uzq3wpn0dr346pvkpwz3l6u0c, 23.600150, 
terra1sdncxd95swvuwt82k495ce6hyc6qs5a9nk3www, 23.598065, 
terra13muztzczhv9a5ezq7t5v3fq5j3nkexhtpuvv7v, 23.551186, 
terra1yjn4ep4wmftspst8qtmmwmlyqrev2y89h93zpn, 23.545943, 
terra1zfrax5x44esqzn5z94hc78nlfmr5v2963ld7n3, 23.526226, 
terra15ku82fgww4dz5zm5z5ndmecyenzfzvdm6twqnt, 23.480996, 
terra1xxm3jgvcdzlj5my8uml4xjdy6y43axxm0cmdyu, 23.473643, 
terra1pxa64q5krpsway40rcjs3utqekjuweqtr9yjaf, 23.473554, 
terra1vrr2nva827yayx3clc7y2psu7xdyuegjxl7237, 23.465975, 
terra1z8452hrc756727yk4tzym252r96n6yp33phc29, 23.463045, 
terra18p5axrra5ap7jzau6r4uw59lql2js6zwucrt4g, 23.445386, 
terra1k5z3l5650l4nhsh4jd6f35n0hhrvaasq7c3qd7, 23.437443, 
terra1zjydgdhd8uk4u29tq2e68j7kmqxrk3vsm6nur5, 23.427132, 
terra1c9ju4scdnqyzg6238ds4nsu6lhzz6ukd8qvkr9, 23.424277, 
terra19jfv3dx34a64xn5clg2tdfer629nvtz53pkr9p, 23.406037, 
terra1gtdn4cer5kcxukltw2tyqdzgldxawptfr00v2e, 23.384557, 
terra1kzuv0nzcjc6e8gpfxun0cakdzqgf0hefqsy2jn, 23.365952, 
terra1xvxqhg8nwuzv3per588860yr0we84ez45txcgg, 23.365102, 
terra1dg98rlq59xz0ld6m0ruz5k3rwghzhrlzzml6lp, 23.361871, 
terra1z0p7qyw3ck7lt4u49mxl94e07jj6wu2uafrhsl, 23.328163, 
terra1spyz8catdf9g5hlw2ywy55n48ssxlppze68pxs, 23.326175, 
terra14grum25hp89ueanzupprqwpu76vy647p6c642d, 23.289287, 
terra18kwf8hj7n2dhuyg7mldxy8ejeaxw5wc73tyrdk, 23.276998, 
terra1vwv7fen2md94a29kgathw3mgqk85ey7a2uynkr, 23.268218, 
terra1nz2aswugl9nczqhzh0waeg0pqa64lv7jgl4es5, 23.250000, 
terra1w6x8923wq4e4cgpd2prg69ee9ce6tenw5ytqll, 23.245535, 
terra1g8p6ae4yqj9df5pn4v0cnnd7rzyfx23tg64zh9, 23.236478, 
terra1jhf90z2l3qx33f9gxeu48w762jp5xdz8s55z6a, 23.209312, 
terra190sfucqrakum8qx2z97z4hqetannfm2hklpp2l, 23.164298, 
terra15htnswq74myf27khkgk9jr9j2mhxjentv3ahst, 23.162210, 
terra1qm7ejva9vvv34lc9qtr3vlsqaslapua00x2l3s, 23.148848, 
terra127f8y4t8sfhxlhmarkjh0zh5mglymkeynyeqn0, 23.127495, 
terra19wxqhpk02wd624sxwujtvxvvf45ve7nlyw2rhk, 23.076580, 
terra1ku0rlgyt4rja9pr26jshk9hgyxvkj862ka384z, 23.057627, 
terra1r0dqhyfhe2mqrahmwx36tlksyk63c5pkr89sva, 23.039350, 
terra1df2ufjxa5resmju75e6lh35uxgf3wulp4fskkk, 23.016976, 
terra1zn23yqpur5lyduk4cdg5zney43mjzascqws563, 22.980236, 
terra1pregxupyyv7umvarpzy7kfntuh0upccahy8t24, 22.979751, 
terra1tznwpcwj7fdxhk80m9824xlnzvskm7rwsf8s2t, 22.979175, 
terra1ccch8flcu9r8295x2s8kk3h4agxn9zttd056zv, 22.978293, 
terra1ny5t7rrmc8fxnh4hrsdj29csnfa58n50s42d3l, 22.972958, 
terra1d67nnhynr7xx82f45tpfzefhqrx24spztmhgxz, 22.955213, 
terra1cvtvh6dxd2tszpywqu3e0ez87ssfl38w7r8ru9, 22.953803, 
terra1k68jt356wr3rclv9rlfhl3rxhkaedmk7xwzwwh, 22.945809, 
terra13f2jyef0yykxag6ty3x00cnnla6zh5zq53um4p, 22.923261, 
terra1k368kzcdhr6ajneatma27m739mzh9sgy5prt7c, 22.891795, 
terra1pfw4vhqvt47jaykvk5vk0av2ywpehcxnuex0qs, 22.880178, 
terra19gtm8nruppvgupj7z9a3sytgw8urxca62tg240, 22.876317, 
terra1zupuwgqd05aq3u9376k38deza7xkszdtrw5rhh, 22.818149, 
terra15pa6g2gg28elmzxgg2mvgd6qwlymg0a30z9mee, 22.801449, 
terra1jdvrtzquzjvtx9xc62hr0xntmwhuk8rga8harj, 22.732369, 
terra19cals6z6algwqj4e7tzm5kdejvpqcp70kcztgw, 22.692180, 
terra1d3ymeaxv0vx0m3h4gdkyylq0e4p5d7a6pptqxa, 22.649772, 
terra1n0am766zzrgzdx323860y4vyhq8gzhr6h6etk3, 22.624457, 
terra1n3radjvlkvy4lryn0zym2mw9te5gg4fexqmzap, 22.623929, 
terra1j2ek7jgt77mgw3dq5sunnr9d0yhgd6rvpc07m4, 22.621528, 
terra1k8t36yz6c5naxnug8pepyzjgzy7ctlhwxq2ky2, 22.616362, 
terra1tet5gg98zxucfm7gfpv8rym6ue57lurq8qgtyl, 22.547523, 
terra1z64u9rmsyvsy0vjucqweq23270lmfy3adzrxgc, 22.532228, 
terra19hjmw0j22wgx3f3dksp84ae87lfa4fju79mtsy, 22.500425, 
terra1e0edp5j2zhe9jl0rjan597ufe5lhsrludzuqsq, 22.498658, 
terra1n03c4ww4fmz34f2vvxl6wve8pptesr9sysd8sp, 22.478331, 
terra1h5gxvlmhk7lrzy97p0z6jk859mker5kyjfsysa, 22.452868, 
terra1knnzrnrkplkl6dnhglg8ktvcrc6naq73pfardt, 22.448988, 
terra1vy0nqje03md92uzw7y7wya0ykz7kctrsulszgn, 22.448878, 
terra1y6vs3s8r60xvht2623pv2ludjwzwmh7ul8vydr, 22.439829, 
terra1k5m0456r0c57wlu2vrxx4mkvvexhkf3ra67qrh, 22.423430, 
terra19lr7kjyue7ka0uuaeft968cmpy2p9hy8gw70qv, 22.384074, 
terra15zhdtcgygzcdzyltj7p7yy7f3s6lqwzqtf33je, 22.345546, 
terra1qe8tagsy8ethxfpkt7m8pc9xd35v2temrp677v, 22.340349, 
terra1p0frppu0q60a9dq2q3wgpj0nh4stds0n3pke80, 22.325719, 
terra1d0806ypqqev38crs48uhnm6yarw9v7u4w0mvpu, 22.318386, 
terra1j2x0xadfrnv3uhddmw9xftvqgxdslvs30xuhgj, 22.302705, 
terra1yh35mdkd20svflh2n2y3pj2dh4kpqrjfgazyml, 22.271575, 
terra18hxnhnpvmkluq68cgjctv6cv4pvwc3vecdpy3s, 22.254582, 
terra1qkmrahp6y7rcx8eptmunpltdvgjf6kmyac7kl4, 22.231595, 
terra1g6g3c8j5ue3jgps672plxng3pyt4twldp94m9p, 22.222891, 
terra1yxs4ahlk8gxu4vfw4j52p4guu2vqj04pzc587t, 22.213657, 
terra1cdhahnydj4lhdlwyfs0arz5xtyjzfd7tc3cc7h, 22.189152, 
terra1ea9d5zdglwl45apmftj8rknktmmfk39r6tn3q6, 22.173731, 
terra1rwquzhyxxsl6wc0put4gnk8zt57s9gzche4gzm, 22.150017, 
terra1py20cl90tsmj8crmzkdfgh923yrs7rhdqrfl7j, 22.125571, 
terra14llnnzq3qeul96p2q8shj7hmd0jplwp07dtqxx, 22.108085, 
terra1hrfr3263mejnqqumzywj4mv85fyd8n78mvvslj, 22.106837, 
terra1w4zvv4vx8netqh8vl3kv5znrjlmervptkkr6sn, 22.073461, 
terra16hudjwgy6jyev4a37843qt8cccq23rh2z4vvyt, 22.031258, 
terra1zj702564zz2lslmamtz3lxfkh2mhvy99phwd4e, 22.029394, 
terra149n9zc020y0lt7ne0dr4v7ktjg9s7tgj3j4n5c, 22.000000, 
terra1zvmmeje3x484a3jpwxe97km0qlq7zgcqyc7vp7, 21.992948, 
terra1v44w4p5j5gf9lj7ta7nng2unwf3dglj72cka44, 21.987101, 
terra1qknyrxdhs8372nad8fssepgzlfyjk34677u2rq, 21.984937, 
terra1rkd7rjh0l3j3f79efh4gv778vnkukwhf778s93, 21.976499, 
terra1twqst3j9fxl55udzxqyrw67gtedsl4y4uwc8p4, 21.974478, 
terra1s66cy7wh54r3s2qwkc6j73we6se3t36m7wh9kx, 21.974342, 
terra1t22q96uum4fzvyzv45xjl7lhcj46j62ycx66n8, 21.946449, 
terra1eqw9x2fwfw4hhjzrgpg5lxmtallxv7yayk9k7c, 21.946198, 
terra10l5v4u8prwqr8lxuhupncd3hkycmrr74uv3hfz, 21.917354, 
terra18s7vaqrd9afz807dd97nsaw2ss9guwj8zewvpy, 21.917146, 
terra1y8lxu6n7x90zjvuhq7h03mwgjzfqc2np337f2w, 21.908176, 
terra1tfr7k27qx47k6v53lfseh5n3gsh9qkytwanlgg, 21.886480, 
terra1809vcamr0kc3wwxk2u80vhq35d5vrxczx6qyux, 21.870805, 
terra185u2emnhm39xzpt4qeegq2pxf24qyt0nhddzy4, 21.853500, 
terra1j5n3tjs4thnxk5hduksnc28kr3yhmjhrdhv83w, 21.816189, 
terra1ce7m08fh3rwydz09fefnhfxu0lhsefd9tfv6rm, 21.773377, 
terra1crwjca5pey9p3rfrref7akhlj97nv5hqv89u9d, 21.767082, 
terra19t9378y0v6c9c9c9rmrejn5h7f8wtnmn688gsl, 21.763774, 
terra1hr58mphmrrldvan7dxguz5t0lrjp2tm3zgfqfv, 21.762898, 
terra1qh4mjcet7ggupkcx8089y9hpvn2vwfvyuyflag, 21.761659, 
terra10yhg9cqh9jjszzrvk7scj0n08s4mtapc33w8yv, 21.738267, 
terra1sgc8quh0z9htupgv2ur3s2066wmkwjjfxwn676, 21.736244, 
terra1pfljstxr5kvd6vame7wm6un0hh4zvyucedq3tz, 21.692266, 
terra1p07ckqn46yv3z4u0w4u5me3966xsxfzntlut2l, 21.680679, 
terra1r2edkzh2fvkn35wc7edywrkecgwjdty7d9jdqa, 21.676894, 
terra1wx3a4qa7guwgc52c544679vuxyucyz85p0st48, 21.676753, 
terra16w8xpkuxu4evherpvc8yxjvfllhsvvj3vgp093, 21.664261, 
terra122jfuk4ddjc64gkez0q8evy2jq08g28k6m06ev, 21.611524, 
terra1kdlz5gpwh98gf3y92y6geepyf6d85tdrc9hq9q, 21.573132, 
terra14nmylnflkhjqt3nme8lzt3yuzqn7j2pejke5pz, 21.548988, 
terra1mfeyxtt0ne2n838kcrttcs62f4u3xlr35ul6ew, 21.504183, 
terra10mmyvrzclsp4lxknlsqvduvtqpula7x2v7huw3, 21.461252, 
terra1gczly7ssnyyvaynhfmpayytxzfq4hlde8mjc8l, 21.422012, 
terra10uj3c2fpzqmtgq0cruux92v7kpgxtjj96l5ekf, 21.386165, 
terra1clp740rcj4tda63m90l7d29m37uqhnh9xycxc4, 21.279910, 
terra1h4ek7szutue58k5j3qnjz77ryx8wctcxn8tjlf, 21.257892, 
terra153vmtfrzs07f9azxllrhvde25vza4qwuq9h5jh, 21.250744, 
terra135346wtnmcmy03ygs9fxkrzhj9qvwfckrswhkc, 21.228894, 
terra1zxwtakhf49538zyudp2ehrvuczvu0nsmwhe8lm, 21.212254, 
terra1wwnfhwcnuqy6rh96yh3h0z74jkcphcvpj5gskp, 21.160831, 
terra1zaw0dhgzgp73nlgzm79d3cda8nmfx56havhfy9, 21.145137, 
terra14qkqczct70rgqgpym8kj5pmvnm5jarf4qnzrkm, 21.131844, 
